Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Union Description,Bargaining Unit Short Name,Bargaining Unit Description,Minimum Salary Rate,Maximum Salary Rate
55038,ASSOCIATE HUMAN RIGHTS SPECIAL,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"67,216.00","89,704.00"
55038,ASSOCIATE HUMAN RIGHTS SPECIAL,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"80,046.00","104,720.00"
55050,EQUAL RIGHTS COMPLIANCE SPECIA,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"50,514.00","69,458.00"
55050,EQUAL RIGHTS COMPLIANCE SPECIA,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"69,458.00","94,717.00"
55075,ASSISTANT DIRECTOR OF INTERGRO,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"61,457.00","244,820.00"
55077,PRINICIPAL HUMAN RIGHTS SPECIA,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"80,046.00","104,720.00"
55080,CONSULTANT ON RACE RELATIONS,35,0,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,"44,558.00","137,387.00"
55081,DIRECTOR OF EQUAL OPPORTUNITY,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"33,000.00","113,500.00"
55083,ASSISTANT COMMISSIONER (ETHNIC,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
55085,DEPUTY EXECUTIVE DIRECTOR (COM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
55091,DIRECTOR OF TENANT & COMMUNITY,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"61,457.00","244,820.00"
56006,HUMAN RESOURCES TECHNICIAN,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"35,987.00","40,610.00"
56011,SENIOR HUMAN RESOURCES TECHNIC,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"42,191.00","49,599.00"
56056,COMMUNITY ASSISTANT,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"37,398.00","42,191.00"
56056,COMMUNITY ASSISTANT,35,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"37,398.00","42,191.00"
56056,COMMUNITY ASSISTANT,37.5,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"37,398.00","42,191.00"
56056,COMMUNITY ASSISTANT,40,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"37,398.00","42,191.00"
56057,COMMUNITY ASSOCIATE,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"44,083.00","63,794.00"
56057,COMMUNITY ASSOCIATE,35,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"26,998.00","39,072.00"
56058,COMMUNITY COORDINATOR,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"62,215.00","83,981.00"
56058,COMMUNITY COORDINATOR,35,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"43,894.00","59,250.00"
56059,PRECINCT COMMUNITY RELATIONS A,40,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,18.65,18.91
5605D,COMMUNITY ASSISTANT (DOE),35,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"22,907.00","25,839.00"
5605E,COMMUNITY ASSOCIATE DOE,35,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"26,998.00","39,072.00"
5605F,COMMUNITY COORDINATOR DOE,35,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"38,106.00","51,436.00"
56060,JUNIOR SCHOOL-NEIGHBORHOOD WOR,20,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"30,768.00","37,338.00"
56060,JUNIOR SCHOOL-NEIGHBORHOOD WOR,35,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"30,768.00","37,338.00"
56061,SCHOOL-NEIGHBORHOOD WORKER,20,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"37,399.00","43,736.00"
56061,SCHOOL-NEIGHBORHOOD WORKER,35,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"37,399.00","43,736.00"
56062,SENIOR SCHOOL-NEIGHBORHOOD WOR,20,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"44,466.00","48,669.00"
56062,SENIOR SCHOOL-NEIGHBORHOOD WOR,35,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"44,466.00","48,669.00"
56063,PRINCIPAL SCHOOL-NEIGHBORHOOD,35,0,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,"28,911.00","28,911.00"
56064,PRECINCT COMMUNITY RELATIONS A,40,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,22.23,22.23
56065,PRECINCT COMMUNITY RELATIONS C,40,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,33.27,33.27
56071,ADDICTION SPECIALIST (METHADON,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"42,191.00","49,599.00"
56072,SR ADDICTION SPEC METHADONE,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"47,705.00","63,794.00"
56073,SUBSTANCE ABUSE PREVENTION & I,35,1,497,SUBSTANCE ABUSE PREVENTION- DO,N/U,Non-Union,"36,265.00","44,111.00"
56073,SUBSTANCE ABUSE PREVENTION & I,35,2,497,SUBSTANCE ABUSE PREVENTION- DO,N/U,Non-Union,"52,186.00","52,186.00"
56073,SUBSTANCE ABUSE PREVENTION & I,35,3,497,SUBSTANCE ABUSE PREVENTION- DO,N/U,Non-Union,"61,864.00","61,864.00"
56086,DISTRICT MANAGER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
56087,ASSISTANT DISTRICT MANAGER (CO,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"42,174.00","63,664.00"
56098,SUMMER CREW CHIEF,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"6,395.00","6,395.00"
56099,FIELD SUPERVISOR (SUMMER YOUTH,35,0,172,SEASONALS,DC37,District Council 37,16.47,16.47
56101,SENIOR FIELD SUPERVISOR (SUMME,35,0,172,SEASONALS,DC37,District Council 37,17.65,17.65
60210,DEPARTMENT LIBRARIAN,35,1,128,CLERICAL TITLES DC37,DC37,District Council 37,"50,409.00","62,035.00"
60210,DEPARTMENT LIBRARIAN,35,2,128,CLERICAL TITLES DC37,DC37,District Council 37,"54,851.00","70,219.00"
60210,DEPARTMENT LIBRARIAN,35,3,128,CLERICAL TITLES DC37,DC37,District Council 37,"62,872.00","79,953.00"
60210,DEPARTMENT LIBRARIAN,35,4,128,CLERICAL TITLES DC37,DC37,District Council 37,"70,689.00","87,863.00"
60215,PUBLIC RECORDS AIDE,35,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"39,357.00","52,402.00"
60216,PUBLIC RECORDS OFFICER,35,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"50,706.00","63,349.00"
60217,ASSOCIATE PUBLIC RECORDS OFFIC,35,1,128,CLERICAL TITLES DC37,DC37,District Council 37,"62,694.00","83,146.00"
60217,ASSOCIATE PUBLIC RECORDS OFFIC,35,2,128,CLERICAL TITLES DC37,DC37,District Council 37,"70,689.00","87,863.00"
60224,EQUAL EMPLOYMENT OPPORTUNITY O,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60331,SENIOR INSTITUTIONAL TRADES IN,35,0,108,L832 IBT INSTITUTIONAL TITLES,IBT,Intl Brotherhood of Teamsters,"45,617.00","59,222.00"
60370,ASSISTANT INSTITUTIONAL TEACHE,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"39,032.00","46,513.00"
60371,INSTITUTI0NAL TEACHER (JUVENIL,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"51,832.00","63,067.00"
60371,INSTITUTI0NAL TEACHER (JUVENIL,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"64,841.00","79,255.00"
60375,ASSISTANT DIRECTOR OF EDUCATIO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60376,DIRECTOR OF EDUCATION (JJ),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60377,LECTURER (EMS),35,0,660,PART TIME OJ,N/U,Non-Union,44.23,69.99
60405,PLAYGROUND ASSISTANT,35,0,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,16.49,17.13
60414,PUPPETEER,35,0,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"47,909.00","64,853.00"
60416,DIRECTOR OF PUPPETRY,35,0,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"59,269.00","79,401.00"
60421,URBAN PARK RANGER,40,0,113,URBAN PARK RANGERS,DC37,District Council 37,"50,635.00","50,635.00"
60422,ASSOCIATE URBAN PARK RANGER,40,0,113,URBAN PARK RANGERS,DC37,District Council 37,"59,054.00","59,054.00"
60430,RECREATION DIRECTOR,35,0,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"47,909.00","64,853.00"
60431,RECREATION DIRECTOR (PART-TIME,35,0,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"47,909.00","64,853.00"
60440,RECREATION SUPERVISOR,35,0,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"59,269.00","79,401.00"
60495,ARTS PROGRAM SPECIALIST,35,0,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"47,909.00","64,853.00"
60496,ASSOCIATE ARTS PROGRAMS SPECIA,35,0,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"59,269.00","79,401.00"
60497,ASSOCIATE ARTS PROGRAM SPECIAL,35,0,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,"49,225.00","65,939.00"
60498,DIRECTOR OF ARTWORKS (DOE),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60580,CHIEF OF HOUSING COMMUNITY ACT,35,0,790,HA COMPETITIVE MANAGER,N/U,Non-Union,"44,558.00","137,387.00"
60585,DIRECTOR OF SOCIAL & COMMUNITY,35,0,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,"44,558.00","137,387.00"
60621,PROGRAM PRODUCER,35,1,39,AUDIO VISUAL AIDE TECHNICIANS,IATS,Alliance ofTheatrical&StageEEs,"33,869.00","40,577.00"
60621,PROGRAM PRODUCER,35,1,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,"48,008.00","57,514.00"
60621,PROGRAM PRODUCER,35,2,39,AUDIO VISUAL AIDE TECHNICIANS,IATS,Alliance ofTheatrical&StageEEs,"47,568.00","56,793.00"
60621,PROGRAM PRODUCER,35,2,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,"67,422.00","80,503.00"
60621,PROGRAM PRODUCER,35,3,39,AUDIO VISUAL AIDE TECHNICIANS,IATS,Alliance ofTheatrical&StageEEs,"54,832.00","66,017.00"
60621,PROGRAM PRODUCER,35,3,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,"77,718.00","93,574.00"
60666,DIRECTOR OF TELEVISION,35,1,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,"46,461.00","52,015.00"
60666,DIRECTOR OF TELEVISION,35,2,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,"56,827.00","71,079.00"
60800,DIRECTOR OF PUBLIC INFORMATION,35,1,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60801,DIRECTOR OF PUBLIC INFORMATION,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60802,DIRECTOR OF PUBLIC AFFAIRS (OM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60803,ELECTION AIDE (OFFICE OF COLLE,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"27,734.00","93,000.00"
60808,PUBLIC INFORMATION OFFICER,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60809,LEGISLATIVE INFORMATION OFFICE,35,0,774,UNCLASSIFIED MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60813,"DIRECTOR, MAYOR'S RECEPTION CO",35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60816,ASSOCIATE PUBLIC INFORMATION,35,1,142,PUBLIC INFORMATION & HEALTH LO,IBT,Intl Brotherhood of Teamsters,"42,932.00","68,693.00"
60816,ASSOCIATE PUBLIC INFORMATION,35,2,142,PUBLIC INFORMATION & HEALTH LO,IBT,Intl Brotherhood of Teamsters,"63,447.00","79,283.00"
60817,SCHOOL SAFETY AGENT,40,0,67,SCHOOL SAFTETY AGENTS,IBT,Intl Brotherhood of Teamsters,"34,834.00","50,207.00"
60820,SUPERVISOR OF SCHOOL SECURITY,40,0,428,SUPERVISORS OF SCHOOL SAFETY,UFT,United Federation of Teachers,"72,179.00","72,179.00"
60821,ASSOCIATE SUPERVISOR OF SCHOOL,37.5,1,183,SCHOOL SECURITY/TRAFFIC,N/U,Non-Union,"67,358.00","82,716.00"
60821,ASSOCIATE SUPERVISOR OF SCHOOL,37.5,2,183,SCHOOL SECURITY/TRAFFIC,N/U,Non-Union,"78,677.00","85,508.00"
6082A,ASSOC SUPVR OF SCHL SEC (MGRL),35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60830,ASSISTANT COMMISSIONER (COMMUN,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60836,PUBLIC RELATIONS ADVISER,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"62,905.00","86,282.00"
60836,PUBLIC RELATIONS ADVISER,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"64,792.00","88,870.00"
60837,ASSISTANT TO THE COMPTROLLER (,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60842,DIRECTOR OF PUBLIC RELATIONS (,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60843,SPECIAL ASSISTANT TO THE FIRE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60844,"DIRECTOR, NYC MAYOR'S OFFICE F",35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60845,DIRECTOR OF PUBLIC INFORMATION,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60852,DIRECTOR OF NEWS BUREAU,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60853,DIRECTOR OF PUBLIC & COMMUNITY,35,0,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,"44,558.00","137,387.00"
60860,BUSINESS PROMOTION COORDINATOR,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"47,255.00","70,654.00"
60860,BUSINESS PROMOTION COORDINATOR,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"48,673.00","72,774.00"
60860,BUSINESS PROMOTION COORDINATOR,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"71,621.00","77,421.00"
60860,BUSINESS PROMOTION COORDINATOR,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"73,770.00","79,744.00"
60860,BUSINESS PROMOTION COORDINATOR,35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"77,423.00","92,895.00"
60860,BUSINESS PROMOTION COORDINATOR,35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"79,746.00","95,682.00"
60873,DIRECTOR OF CONSUMER INFORMATI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60874,PRESS OFFICER (OFFICE OF THE M,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"33,000.00","113,500.00"
60879,DIRECTOR OF PUBLIC AFFAIRS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
6087A,PRESS OFFICER (OFFICE OF THE M,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60880,DIRECTOR OF BUREAU OF CONSUMER,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60887,PUBLIC RELATIONS CONSULTANT (O,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60888,CUSTOMER INFORMATION REP,35,1,128,CLERICAL TITLES DC37,DC37,District Council 37,"40,345.00","60,310.00"
60888,CUSTOMER INFORMATION REP,35,2,128,CLERICAL TITLES DC37,DC37,District Council 37,"55,364.00","78,045.00"
60888,CUSTOMER INFORMATION REP,35,3,128,CLERICAL TITLES DC37,DC37,District Council 37,"72,708.00","103,526.00"
60900,DIRECTOR OF INFORMATION AND RE,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60910,RESEARCH ASSISTANT,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"52,242.00","68,741.00"
60913,RESEARCH PROJECTS COORDINATOR,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
60931,DEP DIR RESEARCH & POL DEVELP,35,0,792,HA EXEMPT CLASS MANAGER,N/U,Non-Union,"45,758.00","196,574.00"
60932,DIRECTOR OF RESEARCH & POLICY,35,0,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,"44,558.00","137,387.00"
60944,PROGRAM RESEARCH INTERN,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"7,800.00","7,800.00"
60948,PROGRAM SPECIALIST  CORRECTION,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"51,490.00","69,152.00"
60948,PROGRAM SPECIALIST  CORRECTION,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"69,152.00","82,086.00"
60948,PROGRAM SPECIALIST  CORRECTION,35,3,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"76,408.00","91,234.00"
61107,"CHIEF, PUBLICATIONS & REPORTS",35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"54,561.00","54,561.00"
61132,EXECUTIVE DIRECTOR (BOARD OF C,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
61133,DEPUTY EXECUTIVE DIRECTOR (BOA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
70001,"COORDINATOR, TENANT PATROL (HA",35,0,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,"44,558.00","137,387.00"
70112,SANITATION WORKER,40,0,49,SANITATION WORKERS L831 IBT,USA,United Sanitation Workers,"40,622.00","83,465.00"
70150,SUPERVISOR (SANITATION),40,0,99,SANITATION OFFICERS L444,SOA,Sanitation Officers Assocation,"87,237.00","108,846.00"
70196,GENERAL SUPERINTENDENT (SANITA,40,0,99,SANITATION OFFICERS L444,SOA,Sanitation Officers Assocation,"109,658.00","132,309.00"
7019A,GENERAL SUPERINTENDENT (SANITA,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7019B,GENERAL SUPERINTENDENT (SANITA,40,0,100,SANITATION CHIEFS ASSOCIATION,USCA,United Sanitation Chiefs Assoc,"152,201.00","190,108.00"
70205,SCHOOL CROSSING GUARD,25,0,89,SCHOOL CROSSING GUARDS DC37,DC37,District Council 37,15.45,15.71
70206,POLICE CADET,35,0,660,PART TIME OJ,N/U,Non-Union,15.45,16.79
7020A,POLICE CADET (HOUSING BUREAU),35,0,660,PART TIME OJ,N/U,Non-Union,15.45,16.79
7020B,SCHOOL CROSSING GUARD (AL II â€“,40,2,89,SCHOOL CROSSING GUARDS DC37,DC37,District Council 37,"33,617.00","33,617.00"
70210,POLICE OFFICER (RECURRING NIGH,40,0,79,POLICE OFFICERS PBA,PBA,Patrolmen's Benevolent Assoc.,"42,500.00","85,292.00"
7021A,POLICE OFFICER D/A DETECTIVE 3,40,0,29,DETECTIVES ENDOWMENT ASSOCIATI,DEA,Detectives EndowmentAssocation,"63,345.00","97,324.00"
7021B,POLICE OFFICER D/A DETECTIVE 2,40,0,29,DETECTIVES ENDOWMENT ASSOCIATI,DEA,Detectives EndowmentAssocation,"109,360.00","109,360.00"
7021C,POLICE OFFICER D/A DETECTIVE 1,40,0,29,DETECTIVES ENDOWMENT ASSOCIATI,DEA,Detectives EndowmentAssocation,"125,531.00","125,531.00"
7021D,"POLICE OFFICER, DET. SPECIALIS",40,0,29,DETECTIVES ENDOWMENT ASSOCIATI,DEA,Detectives EndowmentAssocation,"63,345.00","97,324.00"
7021E,"POLICE OFFICER, SPECIAL ASSIGN",40,0,79,POLICE OFFICERS PBA,PBA,Patrolmen's Benevolent Assoc.,"42,500.00","85,292.00"
70235,SERGEANT (RECURRING NIGHT SHIF,40,0,91,SERGEANTS BENEVOLENT ASSOCIATI,SBA,Sergeants BenevolentAssocation,"88,945.00","109,360.00"
7023A,SERGEANT D/A SPECIAL ASSIGNMEN,40,0,91,SERGEANTS BENEVOLENT ASSOCIATI,SBA,Sergeants BenevolentAssocation,"111,572.00","125,531.00"
7023B,SERGEANT D/A SUPERVISOR DETECT,40,0,91,SERGEANTS BENEVOLENT ASSOCIATI,SBA,Sergeants BenevolentAssocation,"111,572.00","125,531.00"
70260,LIEUTENANT (POLICE) (RECUR NS),40,0,59,LIEUTENANTS BENEVOLENT ASSOCIA,LBA,Lieutenants Benevolent Assoc,"122,892.00","135,511.00"
70265,CAPTAIN (POLICE SERVICE)(REC N,40,0,17,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,"138,600.00","171,310.00"
70266,DIRECTOR OF COMMUNICATIONS,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026A,LIEUTENANT D/A SPECIAL ASSIGNM,40,0,59,LIEUTENANTS BENEVOLENT ASSOCIA,LBA,Lieutenants Benevolent Assoc,"136,690.00","149,068.00"
7026B,LIEUTENANT D/A COMMANDER OF DE,40,0,59,LIEUTENANTS BENEVOLENT ASSOCIA,LBA,Lieutenants Benevolent Assoc,"136,690.00","149,068.00"
7026C,LIEUTENANT D/A DIR LEGAL BUREA,40,0,59,LIEUTENANTS BENEVOLENT ASSOCIA,LBA,Lieutenants Benevolent Assoc,"142,405.00","176,449.00"
7026D,CAPTAIN D/A DEPUTY INSPECTOR (,40,0,17,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,"150,088.00","180,327.00"
7026E,CAPTAIN D/A INSPECTOR (REC N/S,40,0,17,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,"157,819.00","189,879.00"
7026F,CAPTAIN D/A DEPUTY CHIEF INSPE,40,0,17,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,"166,020.00","200,011.00"
7026G,CAPTAIN DETAILED AS ASSISTANT,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026H,CAPTAIN DETAILED AS CHIEF OF D,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026I,CAPTAIN DETAILED AS CHIEF OF S,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026J,CAPTAIN DETAILED AS CHIEF OF T,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026K,CAPTAIN DETAILED AS CHIEF OF P,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026L,CAPTAIN DETAILED AS CHIEF OF P,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026M,CAPTAIN DETAILED AS CHIEF OF L,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026N,CAPTAIN DETAILED AS CHIEF OF C,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026O,CAPTAIN DETAILED AS CHIEF OF O,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026P,CHIEF OF DEPARTMENT,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026Q,CAPT DET CHIEF OF INTERNAL AFF,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026R,CHIEF OF THE HOUSING BUREAU,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026S,CAPT DET CHIEF OF THE TRANSIT,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026T,CAPTAIN DETAILED AS CHIEF OF C,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026U,CAPTAIN: CHIEF OF TRANSPORTATI,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026V,CAPTAIN CHIEF OF COUNTERTERROR,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026W,CAPTAIN-CHIEF OF COMMUNITY AFF,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026X,CAPTAIN DETAILED AS CHIEF OF S,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026Y,CAPTAIN-CHIEF OF INTELLIGENCE,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
7026Z,CAPTAIN-CHIEF OF STAFF,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
70270,*SURGEON,40,0,17,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,"126,410.00","149,006.00"
7027A,*SURGEON DETAILED AS DEPUTY CH,40,0,17,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,"143,815.00","162,293.00"
7027C,SUPERVISING CHIEF SURGEON,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
70307,FIRE CADET,35,0,660,PART TIME OJ,N/U,Non-Union,15.67,15.67
70310,FIREFIGHTER,40,0,41,UNIFORMED FIREFIGHTERS ASSOCIA,UFA,Uniformed Firefighters Assoc,"43,904.00","85,292.00"
70312,PILOT,40,0,68,FIREBOAT TITLES MEBA,MEBA,Marine EngineersBeneficialAssn,"92,397.00","105,926.00"
70314,WIPER (UNIFORMED),40,0,98,WIPERS (UNIFORMED) L333 UMD,UFA,Uniformed Firefighters Assoc,"88,400.00","88,400.00"
70316,MARINE ENGINEER (WITH LICENSE),40,0,68,FIREBOAT TITLES MEBA,MEBA,Marine EngineersBeneficialAssn,"88,757.00","94,065.00"
70316,MARINE ENGINEER (WITH LICENSE),40,0,68,FIREBOAT TITLES MEBA,MEBA,Marine EngineersBeneficialAssn,"91,616.00","103,195.00"
